"행정구역별(시군구)","직업별","항목","단위","2015 년",
"남구","6. 농림어업 숙련 종사자","취업인구-근무지","","4362",
"남구","6. 농림어업 숙련 종사자","남-현거주지","","2881",
"남구","6. 농림어업 숙련 종사자","남-근무지","","2831",
"남구","6. 농림어업 숙련 종사자","여-현거주지","","1585",
"남구","6. 농림어업 숙련 종사자","여-근무지","","1531",
"남구","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","13710",
"남구","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","16356",
"남구","7. 기능원 및 관련 기능 종사자","남-현거주지","","12359",
"남구","7. 기능원 및 관련 기능 종사자","남-근무지","","14999",
"남구","7. 기능원 및 관련 기능 종사자","여-현거주지","","1351",
"남구","7. 기능원 및 관련 기능 종사자","여-근무지","","1357",
"남구","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","21146",
"남구","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","28404",
"남구","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","19867",
"남구","8. 장치, 기계조작 및 조립 종사자","남-근무지","","27170",
"남구","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","1279",
"남구","8. 장치, 기계조작 및 조립 종사자","여-근무지","","1234",
"남구","9. 단순 노무 종사자","취업인구-현거주지","","14031",
"남구","9. 단순 노무 종사자","취업인구-근무지","","14565",
"남구","9. 단순 노무 종사자","남-현거주지","","8114",
"남구","9. 단순 노무 종사자","남-근무지","","8807",
"남구","9. 단순 노무 종사자","여-현거주지","","5917",
"남구","9. 단순 노무 종사자","여-근무지","","5758",
"남구","A. 기타","취업인구-현거주지","","1898",
"남구","A. 기타","취업인구-근무지","","2101",
"남구","A. 기타","남-현거주지","","1741",
"남구","A. 기타","남-근무지","","1901",
"남구","A. 기타","여-현거주지","","157",
"남구","A. 기타","여-근무지","","200",
"북구","계","취업인구-현거주지","","118824",
"북구","계","취업인구-근무지","","98927",
"북구","계","남-현거주지","","72560",
"북구","계","남-근무지","","54276",
"북구","계","여-현거주지","","46264",
"북구","계","여-근무지","","44651",
"북구","1. 관리자","취업인구-현거주지","","1135",
"북구","1. 관리자","취업인구-근무지","","928",
"북구","1. 관리자","남-현거주지","","951",
"북구","1. 관리자","남-근무지","","786",
"북구","1. 관리자","여-현거주지","","184",
"북구","1. 관리자","여-근무지","","142",
"북구","2. 전문가 및 관련 종사자","취업인구-현거주지","","22414",
"북구","2. 전문가 및 관련 종사자","취업인구-근무지","","19450",
"북구","2. 전문가 및 관련 종사자","남-현거주지","","10688",
"북구","2. 전문가 및 관련 종사자","남-근무지","","8368",
"북구","2. 전문가 및 관련 종사자","여-현거주지","","11726",
"북구","2. 전문가 및 관련 종사자","여-근무지","","11082",
"북구","3. 사무 종사자","취업인구-현거주지","","17783",
"북구","3. 사무 종사자","취업인구-근무지","","12818",
"북구","3. 사무 종사자","남-현거주지","","10215",
"북구","3. 사무 종사자","남-근무지","","6677",
"북구","3. 사무 종사자","여-현거주지","","7568",
"북구","3. 사무 종사자","여-근무지","","6141",
"북구","4. 서비스 종사자","취업인구-현거주지","","13719",
"북구","4. 서비스 종사자","취업인구-근무지","","13673",
"북구","4. 서비스 종사자","남-현거주지","","4843",
"북구","4. 서비스 종사자","남-근무지","","4602",
"북구","4. 서비스 종사자","여-현거주지","","8876",
"북구","4. 서비스 종사자","여-근무지","","9071",
"북구","5. 판매 종사자","취업인구-현거주지","","13503",
"북구","5. 판매 종사자","취업인구-근무지","","13361",
"북구","5. 판매 종사자","남-현거주지","","6083",
"북구","5. 판매 종사자","남-근무지","","5615",
"북구","5. 판매 종사자","여-현거주지","","7420",
"북구","5. 판매 종사자","여-근무지","","7746",
"북구","6. 농림어업 숙련 종사자","취업인구-현거주지","","6544",
"북구","6. 농림어업 숙련 종사자","취업인구-근무지","","6607",
"북구","6. 농림어업 숙련 종사자","남-현거주지","","3805",
"북구","6. 농림어업 숙련 종사자","남-근무지","","3827",
"북구","6. 농림어업 숙련 종사자","여-현거주지","","2739",
"북구","6. 농림어업 숙련 종사자","여-근무지","","2780",
"북구","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","12011",
"북구","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","9208",
"북구","7. 기능원 및 관련 기능 종사자","남-현거주지","","10832",
"북구","7. 기능원 및 관련 기능 종사자","남-근무지","","8054",
"북구","7. 기능원 및 관련 기능 종사자","여-현거주지","","1179",
"북구","7. 기능원 및 관련 기능 종사자","여-근무지","","1154",
"북구","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","17888",
"북구","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","9885",
"북구","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","16929",
"북구","8. 장치, 기계조작 및 조립 종사자","남-근무지","","9039",
"북구","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","959",
"북구","8. 장치, 기계조작 및 조립 종사자","여-근무지","","846",
"북구","9. 단순 노무 종사자","취업인구-현거주지","","13647",
"북구","9. 단순 노무 종사자","취업인구-근무지","","12957",
"북구","9. 단순 노무 종사자","남-현거주지","","8064",
"북구","9. 단순 노무 종사자","남-근무지","","7276",
"북구","9. 단순 노무 종사자","여-현거주지","","5583",
"북구","9. 단순 노무 종사자","여-근무지","","5681",
"북구","A. 기타","취업인구-현거주지","","180",
"북구","A. 기타","취업인구-근무지","","40",
"북구","A. 기타","남-현거주지","","150",
"북구","A. 기타","남-근무지","","32",
"북구","A. 기타","여-현거주지","","30",
"북구","A. 기타","여-근무지","","8",
"경주시","계","취업인구-현거주지","","121659",
"경주시","계","취업인구-근무지","","137089",
"경주시","계","남-현거주지","","72513",
"경주시","계","남-근무지","","84732",
"경주시","계","여-현거주지","","49146",
"경주시","계","여-근무지","","52357",
"경주시","1. 관리자","취업인구-현거주지","","741",
"경주시","1. 관리자","취업인구-근무지","","1090",
"경주시","1. 관리자","남-현거주지","","641",
"경주시","1. 관리자","남-근무지","","970",
"경주시","1. 관리자","여-현거주지","","100",
"경주시","1. 관리자","여-근무지","","120",
"경주시","2. 전문가 및 관련 종사자","취업인구-현거주지","","16702",
"경주시","2. 전문가 및 관련 종사자","취업인구-근무지","","18916",
"경주시","2. 전문가 및 관련 종사자","남-현거주지","","7667",
"경주시","2. 전문가 및 관련 종사자","남-근무지","","9516",
"경주시","2. 전문가 및 관련 종사자","여-현거주지","","9035",
"경주시","2. 전문가 및 관련 종사자","여-근무지","","9400",
"경주시","3. 사무 종사자","취업인구-현거주지","","16117",
"경주시","3. 사무 종사자","취업인구-근무지","","20090",
"경주시","3. 사무 종사자","남-현거주지","","9823",
"경주시","3. 사무 종사자","남-근무지","","12739",
"경주시","3. 사무 종사자","여-현거주지","","6294",
"경주시","3. 사무 종사자","여-근무지","","7351",
"경주시","4. 서비스 종사자","취업인구-현거주지","","14821",
"경주시","4. 서비스 종사자","취업인구-근무지","","15469",
"경주시","4. 서비스 종사자","남-현거주지","","5560",
"경주시","4. 서비스 종사자","남-근무지","","5803",
"경주시","4. 서비스 종사자","여-현거주지","","9261",
"경주시","4. 서비스 종사자","여-근무지","","9666",
"경주시","5. 판매 종사자","취업인구-현거주지","","10177",
"경주시","5. 판매 종사자","취업인구-근무지","","10536",
"경주시","5. 판매 종사자","남-현거주지","","4700",
"경주시","5. 판매 종사자","남-근무지","","5054",
"경주시","5. 판매 종사자","여-현거주지","","5477",
"경주시","5. 판매 종사자","여-근무지","","5482",
"경주시","6. 농림어업 숙련 종사자","취업인구-현거주지","","13943",
"경주시","6. 농림어업 숙련 종사자","취업인구-근무지","","14058",
"경주시","6. 농림어업 숙련 종사자","남-현거주지","","8161",
"경주시","6. 농림어업 숙련 종사자","남-근무지","","8212",
"경주시","6. 농림어업 숙련 종사자","여-현거주지","","5782",
"경주시","6. 농림어업 숙련 종사자","여-근무지","","5846",
"경주시","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","10436",
"경주시","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","12875",
"경주시","7. 기능원 및 관련 기능 종사자","남-현거주지","","9122",
"경주시","7. 기능원 및 관련 기능 종사자","남-근무지","","11361",
"경주시","7. 기능원 및 관련 기능 종사자","여-현거주지","","1314",
"경주시","7. 기능원 및 관련 기능 종사자","여-근무지","","1514",
"경주시","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","22721",
"경주시","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","27416",
"경주시","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","18279",
"경주시","8. 장치, 기계조작 및 조립 종사자","남-근무지","","21955",
"경주시","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","4442",
"경주시","8. 장치, 기계조작 및 조립 종사자","여-근무지","","5461",
"경주시","9. 단순 노무 종사자","취업인구-현거주지","","15979",
"경주시","9. 단순 노무 종사자","취업인구-근무지","","16627",
"경주시","9. 단순 노무 종사자","남-현거주지","","8538",
"경주시","9. 단순 노무 종사자","남-근무지","","9110",
"경주시","9. 단순 노무 종사자","여-현거주지","","7441",
"경주시","9. 단순 노무 종사자","여-근무지","","7517",
"경주시","A. 기타","취업인구-현거주지","","22",
"경주시","A. 기타","취업인구-근무지","","12",
"경주시","A. 기타","남-현거주지","","22",
"경주시","A. 기타","남-근무지","","12",
"경주시","A. 기타","여-현거주지","","",
"경주시","A. 기타","여-근무지","","",
"김천시","계","취업인구-현거주지","","68126",
"김천시","계","취업인구-근무지","","70984",
"김천시","계","남-현거주지","","39154",
"김천시","계","남-근무지","","41687",
"김천시","계","여-현거주지","","28972",
"김천시","계","여-근무지","","29297",
"김천시","1. 관리자","취업인구-현거주지","","489",
"김천시","1. 관리자","취업인구-근무지","","560",
"김천시","1. 관리자","남-현거주지","","381",
"김천시","1. 관리자","남-근무지","","472",
"김천시","1. 관리자","여-현거주지","","108",
"김천시","1. 관리자","여-근무지","","88",
"김천시","2. 전문가 및 관련 종사자","취업인구-현거주지","","9724",
"김천시","2. 전문가 및 관련 종사자","취업인구-근무지","","10691",
"김천시","2. 전문가 및 관련 종사자","남-현거주지","","4734",
"김천시","2. 전문가 및 관련 종사자","남-근무지","","5701",
"김천시","2. 전문가 및 관련 종사자","여-현거주지","","4990",
"김천시","2. 전문가 및 관련 종사자","여-근무지","","4990",
"김천시","3. 사무 종사자","취업인구-현거주지","","8247",
"김천시","3. 사무 종사자","취업인구-근무지","","9062",
"김천시","3. 사무 종사자","남-현거주지","","4924",
"김천시","3. 사무 종사자","남-근무지","","5604",
"김천시","3. 사무 종사자","여-현거주지","","3323",
"김천시","3. 사무 종사자","여-근무지","","3458",
"김천시","4. 서비스 종사자","취업인구-현거주지","","5988",
"김천시","4. 서비스 종사자","취업인구-근무지","","5965",
"김천시","4. 서비스 종사자","남-현거주지","","2163",
"김천시","4. 서비스 종사자","남-근무지","","2112",
"김천시","4. 서비스 종사자","여-현거주지","","3825",
"김천시","4. 서비스 종사자","여-근무지","","3853",
"김천시","5. 판매 종사자","취업인구-현거주지","","4320",
"김천시","5. 판매 종사자","취업인구-근무지","","4265",
"김천시","5. 판매 종사자","남-현거주지","","2039",
"김천시","5. 판매 종사자","남-근무지","","2026",
"김천시","5. 판매 종사자","여-현거주지","","2281",
"김천시","5. 판매 종사자","여-근무지","","2239",
"김천시","6. 농림어업 숙련 종사자","취업인구-현거주지","","16045",
"김천시","6. 농림어업 숙련 종사자","취업인구-근무지","","16059",
"김천시","6. 농림어업 숙련 종사자","남-현거주지","","8515",
"김천시","6. 농림어업 숙련 종사자","남-근무지","","8561",
"김천시","6. 농림어업 숙련 종사자","여-현거주지","","7530",
"김천시","6. 농림어업 숙련 종사자","여-근무지","","7498",
"김천시","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","4117",
"김천시","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","4248",
"김천시","7. 기능원 및 관련 기능 종사자","남-현거주지","","3525",
"김천시","7. 기능원 및 관련 기능 종사자","남-근무지","","3644",
"김천시","7. 기능원 및 관련 기능 종사자","여-현거주지","","592",
"김천시","7. 기능원 및 관련 기능 종사자","여-근무지","","604",
"김천시","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","9533",
"김천시","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","10347",
"김천시","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","7499",
"김천시","8. 장치, 기계조작 및 조립 종사자","남-근무지","","8038",
"김천시","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","2034",
"김천시","8. 장치, 기계조작 및 조립 종사자","여-근무지","","2309",
"김천시","9. 단순 노무 종사자","취업인구-현거주지","","9625",
"김천시","9. 단순 노무 종사자","취업인구-근무지","","9759",
"김천시","9. 단순 노무 종사자","남-현거주지","","5336",
"김천시","9. 단순 노무 종사자","남-근무지","","5501",
"김천시","9. 단순 노무 종사자","여-현거주지","","4289",
"김천시","9. 단순 노무 종사자","여-근무지","","4258",
"김천시","A. 기타","취업인구-현거주지","","38",
"김천시","A. 기타","취업인구-근무지","","28",
"김천시","A. 기타","남-현거주지","","38",
"김천시","A. 기타","남-근무지","","28",
"김천시","A. 기타","여-현거주지","","",
"김천시","A. 기타","여-근무지","","",
"안동시","계","취업인구-현거주지","","80848",
"안동시","계","취업인구-근무지","","78813",
"안동시","계","남-현거주지","","45208",
"안동시","계","남-근무지","","43590",
"안동시","계","여-현거주지","","35640",
"안동시","계","여-근무지","","35223",
"안동시","1. 관리자","취업인구-현거주지","","811",
"안동시","1. 관리자","취업인구-근무지","","774",
"안동시","1. 관리자","남-현거주지","","689",
"안동시","1. 관리자","남-근무지","","640",
"안동시","1. 관리자","여-현거주지","","122",
"안동시","1. 관리자","여-근무지","","134",
"안동시","2. 전문가 및 관련 종사자","취업인구-현거주지","","13367",
"안동시","2. 전문가 및 관련 종사자","취업인구-근무지","","13081",
"안동시","2. 전문가 및 관련 종사자","남-현거주지","","6043",
"안동시","2. 전문가 및 관련 종사자","남-근무지","","6002",
"안동시","2. 전문가 및 관련 종사자","여-현거주지","","7324",
"안동시","2. 전문가 및 관련 종사자","여-근무지","","7079",
"안동시","3. 사무 종사자","취업인구-현거주지","","9839",
"안동시","3. 사무 종사자","취업인구-근무지","","9123",
"안동시","3. 사무 종사자","남-현거주지","","5164",
"안동시","3. 사무 종사자","남-근무지","","4644",
"안동시","3. 사무 종사자","여-현거주지","","4675",
"안동시","3. 사무 종사자","여-근무지","","4479",
"안동시","4. 서비스 종사자","취업인구-현거주지","","8746",
"안동시","4. 서비스 종사자","취업인구-근무지","","8017",
"안동시","4. 서비스 종사자","남-현거주지","","3572",
"안동시","4. 서비스 종사자","남-근무지","","2821",
"안동시","4. 서비스 종사자","여-현거주지","","5174",
"안동시","4. 서비스 종사자","여-근무지","","5196",
"안동시","5. 판매 종사자","취업인구-현거주지","","8184",
"안동시","5. 판매 종사자","취업인구-근무지","","8124",
"안동시","5. 판매 종사자","남-현거주지","","4176",
"안동시","5. 판매 종사자","남-근무지","","4143",
"안동시","5. 판매 종사자","여-현거주지","","4008",
"안동시","5. 판매 종사자","여-근무지","","3981",
"안동시","6. 농림어업 숙련 종사자","취업인구-현거주지","","16685",
"안동시","6. 농림어업 숙련 종사자","취업인구-근무지","","16561",
"안동시","6. 농림어업 숙련 종사자","남-현거주지","","9585",
"안동시","6. 농림어업 숙련 종사자","남-근무지","","9516",
"안동시","6. 농림어업 숙련 종사자","여-현거주지","","7100",
"안동시","6. 농림어업 숙련 종사자","여-근무지","","7045",
"안동시","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","5687",
"안동시","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","5660",
"안동시","7. 기능원 및 관련 기능 종사자","남-현거주지","","4811",
"안동시","7. 기능원 및 관련 기능 종사자","남-근무지","","4782",
"안동시","7. 기능원 및 관련 기능 종사자","여-현거주지","","876",
"안동시","7. 기능원 및 관련 기능 종사자","여-근무지","","878",
"안동시","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","5288",
"안동시","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","5133",
"안동시","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","4719",
"안동시","8. 장치, 기계조작 및 조립 종사자","남-근무지","","4557",
"안동시","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","569",
"안동시","8. 장치, 기계조작 및 조립 종사자","여-근무지","","576",
"안동시","9. 단순 노무 종사자","취업인구-현거주지","","12159",
"안동시","9. 단순 노무 종사자","취업인구-근무지","","12271",
"안동시","9. 단순 노무 종사자","남-현거주지","","6370",
"안동시","9. 단순 노무 종사자","남-근무지","","6419",
"안동시","9. 단순 노무 종사자","여-현거주지","","5789",
"안동시","9. 단순 노무 종사자","여-근무지","","5852",
"안동시","A. 기타","취업인구-현거주지","","82",
"안동시","A. 기타","취업인구-근무지","","69",
"안동시","A. 기타","남-현거주지","","79",
"안동시","A. 기타","남-근무지","","66",
"안동시","A. 기타","여-현거주지","","3",
"안동시","A. 기타","여-근무지","","3",
"구미시","계","취업인구-현거주지","","205730",
"구미시","계","취업인구-근무지","","231284",
"구미시","계","남-현거주지","","123763",
"구미시","계","남-근무지","","143491",
"구미시","계","여-현거주지","","81967",
"구미시","계","여-근무지","","87793",
"구미시","1. 관리자","취업인구-현거주지","","1709",
"구미시","1. 관리자","취업인구-근무지","","2240",
"구미시","1. 관리자","남-현거주지","","1417",
"구미시","1. 관리자","남-근무지","","1878",
"구미시","1. 관리자","여-현거주지","","292",
"구미시","1. 관리자","여-근무지","","362",
"구미시","2. 전문가 및 관련 종사자","취업인구-현거주지","","34217",
"구미시","2. 전문가 및 관련 종사자","취업인구-근무지","","40989",
"구미시","2. 전문가 및 관련 종사자","남-현거주지","","17761",
"구미시","2. 전문가 및 관련 종사자","남-근무지","","22975",
"구미시","2. 전문가 및 관련 종사자","여-현거주지","","16456",
"구미시","2. 전문가 및 관련 종사자","여-근무지","","18014",
"구미시","3. 사무 종사자","취업인구-현거주지","","28120",
"구미시","3. 사무 종사자","취업인구-근무지","","32994",
"구미시","3. 사무 종사자","남-현거주지","","17033",
"구미시","3. 사무 종사자","남-근무지","","20663",
"구미시","3. 사무 종사자","여-현거주지","","11087",
"구미시","3. 사무 종사자","여-근무지","","12331",
"구미시","4. 서비스 종사자","취업인구-현거주지","","18751",
"구미시","4. 서비스 종사자","취업인구-근무지","","19498",
"구미시","4. 서비스 종사자","남-현거주지","","6478",
"구미시","4. 서비스 종사자","남-근무지","","6887",
"구미시","4. 서비스 종사자","여-현거주지","","12273",
"구미시","4. 서비스 종사자","여-근무지","","12611",
"구미시","5. 판매 종사자","취업인구-현거주지","","16773",
"구미시","5. 판매 종사자","취업인구-근무지","","18380",
"구미시","5. 판매 종사자","남-현거주지","","8049",
"구미시","5. 판매 종사자","남-근무지","","9162",
"구미시","5. 판매 종사자","여-현거주지","","8724",
"구미시","5. 판매 종사자","여-근무지","","9218",
"구미시","6. 농림어업 숙련 종사자","취업인구-현거주지","","7341",
"구미시","6. 농림어업 숙련 종사자","취업인구-근무지","","7279",
"구미시","6. 농림어업 숙련 종사자","남-현거주지","","4277",
"구미시","6. 농림어업 숙련 종사자","남-근무지","","4208",
"구미시","6. 농림어업 숙련 종사자","여-현거주지","","3064",
"구미시","6. 농림어업 숙련 종사자","여-근무지","","3071",
"구미시","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","18523",
"구미시","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","21234",
"구미시","7. 기능원 및 관련 기능 종사자","남-현거주지","","15726",
"구미시","7. 기능원 및 관련 기능 종사자","남-근무지","","18378",
"구미시","7. 기능원 및 관련 기능 종사자","여-현거주지","","2797",
"구미시","7. 기능원 및 관련 기능 종사자","여-근무지","","2856",
"구미시","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","60165",
"구미시","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","67715",
"구미시","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","41245",
"구미시","8. 장치, 기계조작 및 조립 종사자","남-근무지","","46903",
"구미시","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","18920",
"구미시","8. 장치, 기계조작 및 조립 종사자","여-근무지","","20812",
"구미시","9. 단순 노무 종사자","취업인구-현거주지","","19984",
"구미시","9. 단순 노무 종사자","취업인구-근무지","","20862",
"구미시","9. 단순 노무 종사자","남-현거주지","","11630",
"구미시","9. 단순 노무 종사자","남-근무지","","12351",
"구미시","9. 단순 노무 종사자","여-현거주지","","8354",
"구미시","9. 단순 노무 종사자","여-근무지","","8511",
"구미시","A. 기타","취업인구-현거주지","","147",
"구미시","A. 기타","취업인구-근무지","","93",
"구미시","A. 기타","남-현거주지","","147",
"구미시","A. 기타","남-근무지","","86",
"구미시","A. 기타","여-현거주지","","",
"구미시","A. 기타","여-근무지","","7",
"영주시","계","취업인구-현거주지","","49348",
"영주시","계","취업인구-근무지","","48325",
"영주시","계","남-현거주지","","28644",
"영주시","계","남-근무지","","28161",
"영주시","계","여-현거주지","","20704",
"영주시","계","여-근무지","","20164",
"영주시","1. 관리자","취업인구-현거주지","","439",
"영주시","1. 관리자","취업인구-근무지","","424",
"영주시","1. 관리자","남-현거주지","","375",
"영주시","1. 관리자","남-근무지","","369",
"영주시","1. 관리자","여-현거주지","","64",
"영주시","1. 관리자","여-근무지","","55",
"영주시","2. 전문가 및 관련 종사자","취업인구-현거주지","","6433",
"영주시","2. 전문가 및 관련 종사자","취업인구-근무지","","6287",
"영주시","2. 전문가 및 관련 종사자","남-현거주지","","3053",
"영주시","2. 전문가 및 관련 종사자","남-근무지","","3028",
"영주시","2. 전문가 및 관련 종사자","여-현거주지","","3380",
"영주시","2. 전문가 및 관련 종사자","여-근무지","","3259",
"영주시","3. 사무 종사자","취업인구-현거주지","","5191",
"영주시","3. 사무 종사자","취업인구-근무지","","4990",
"영주시","3. 사무 종사자","남-현거주지","","2785",
"영주시","3. 사무 종사자","남-근무지","","2748",
"영주시","3. 사무 종사자","여-현거주지","","2406",
"영주시","3. 사무 종사자","여-근무지","","2242",
"영주시","4. 서비스 종사자","취업인구-현거주지","","4975",
"영주시","4. 서비스 종사자","취업인구-근무지","","4811",
"영주시","4. 서비스 종사자","남-현거주지","","1823",
"영주시","4. 서비스 종사자","남-근무지","","1694",
"영주시","4. 서비스 종사자","여-현거주지","","3152",
"영주시","4. 서비스 종사자","여-근무지","","3117",
"영주시","5. 판매 종사자","취업인구-현거주지","","4595",
"영주시","5. 판매 종사자","취업인구-근무지","","4632",
"영주시","5. 판매 종사자","남-현거주지","","2184",
"영주시","5. 판매 종사자","남-근무지","","2182",
"영주시","5. 판매 종사자","여-현거주지","","2411",
"영주시","5. 판매 종사자","여-근무지","","2450",
"영주시","6. 농림어업 숙련 종사자","취업인구-현거주지","","11234",
"영주시","6. 농림어업 숙련 종사자","취업인구-근무지","","10877",
"영주시","6. 농림어업 숙련 종사자","남-현거주지","","6797",
"영주시","6. 농림어업 숙련 종사자","남-근무지","","6519",
"영주시","6. 농림어업 숙련 종사자","여-현거주지","","4437",
"영주시","6. 농림어업 숙련 종사자","여-근무지","","4358",
"영주시","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","3758",
"영주시","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","3761",
"영주시","7. 기능원 및 관련 기능 종사자","남-현거주지","","3174",
"영주시","7. 기능원 및 관련 기능 종사자","남-근무지","","3187",
"영주시","7. 기능원 및 관련 기능 종사자","여-현거주지","","584",
"영주시","7. 기능원 및 관련 기능 종사자","여-근무지","","574",
"영주시","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","4948",
"영주시","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","5012",
"영주시","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","4289",
"영주시","8. 장치, 기계조작 및 조립 종사자","남-근무지","","4374",
"영주시","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","659",
"영주시","8. 장치, 기계조작 및 조립 종사자","여-근무지","","638",
"영주시","9. 단순 노무 종사자","취업인구-현거주지","","7738",
"영주시","9. 단순 노무 종사자","취업인구-근무지","","7511",
"영주시","9. 단순 노무 종사자","남-현거주지","","4127",
"영주시","9. 단순 노무 종사자","남-근무지","","4040",
"영주시","9. 단순 노무 종사자","여-현거주지","","3611",
"영주시","9. 단순 노무 종사자","여-근무지","","3471",
"영주시","A. 기타","취업인구-현거주지","","37",
"영주시","A. 기타","취업인구-근무지","","20",
"영주시","A. 기타","남-현거주지","","37",
"영주시","A. 기타","남-근무지","","20",
"영주시","A. 기타","여-현거주지","","",
"영주시","A. 기타","여-근무지","","",
"영천시","계","취업인구-현거주지","","49652",
"영천시","계","취업인구-근무지","","60547",
"영천시","계","남-현거주지","","28856",
"영천시","계","남-근무지","","37202",
"영천시","계","여-현거주지","","20796",
"영천시","계","여-근무지","","23345",
"영천시","1. 관리자","취업인구-현거주지","","133",
"영천시","1. 관리자","취업인구-근무지","","462",
"영천시","1. 관리자","남-현거주지","","107",
"영천시","1. 관리자","남-근무지","","406",
"영천시","1. 관리자","여-현거주지","","26",
"영천시","1. 관리자","여-근무지","","56",
"영천시","2. 전문가 및 관련 종사자","취업인구-현거주지","","4126",
"영천시","2. 전문가 및 관련 종사자","취업인구-근무지","","6382",
"영천시","2. 전문가 및 관련 종사자","남-현거주지","","1864",
"영천시","2. 전문가 및 관련 종사자","남-근무지","","3372",
"영천시","2. 전문가 및 관련 종사자","여-현거주지","","2262",
"영천시","2. 전문가 및 관련 종사자","여-근무지","","3010",
"영천시","3. 사무 종사자","취업인구-현거주지","","4970",
"영천시","3. 사무 종사자","취업인구-근무지","","7391",
"영천시","3. 사무 종사자","남-현거주지","","2809",
"영천시","3. 사무 종사자","남-근무지","","4571",
"영천시","3. 사무 종사자","여-현거주지","","2161",
"영천시","3. 사무 종사자","여-근무지","","2820",
"영천시","4. 서비스 종사자","취업인구-현거주지","","4169",
"영천시","4. 서비스 종사자","취업인구-근무지","","4436",
"영천시","4. 서비스 종사자","남-현거주지","","1356",
"영천시","4. 서비스 종사자","남-근무지","","1394",
"영천시","4. 서비스 종사자","여-현거주지","","2813",
"영천시","4. 서비스 종사자","여-근무지","","3042",
"영천시","5. 판매 종사자","취업인구-현거주지","","2951",
"영천시","5. 판매 종사자","취업인구-근무지","","3382",
"영천시","5. 판매 종사자","남-현거주지","","1463",
"영천시","5. 판매 종사자","남-근무지","","1875",
"영천시","5. 판매 종사자","여-현거주지","","1488",
"영천시","5. 판매 종사자","여-근무지","","1507",
"영천시","6. 농림어업 숙련 종사자","취업인구-현거주지","","14486",
"영천시","6. 농림어업 숙련 종사자","취업인구-근무지","","15126",
"영천시","6. 농림어업 숙련 종사자","남-현거주지","","7981",
"영천시","6. 농림어업 숙련 종사자","남-근무지","","8439",
"영천시","6. 농림어업 숙련 종사자","여-현거주지","","6505",
"영천시","6. 농림어업 숙련 종사자","여-근무지","","6687",
"영천시","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","3516",
"영천시","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","4619",
"영천시","7. 기능원 및 관련 기능 종사자","남-현거주지","","2959",
"영천시","7. 기능원 및 관련 기능 종사자","남-근무지","","3987",
"영천시","7. 기능원 및 관련 기능 종사자","여-현거주지","","557",
"영천시","7. 기능원 및 관련 기능 종사자","여-근무지","","632",
"영천시","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","7696",
"영천시","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","10323",
"영천시","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","5944",
"영천시","8. 장치, 기계조작 및 조립 종사자","남-근무지","","8105",
